unit_number	unit_name	section_number	section_name	content	level	has_analysis	prerequisites	difficulty_level	difficulty_score	difficulty_confidence	complexity_factors	bloom_level	bloom_confidence	cognitive_processes	educational_standards	cross_disciplinary_connections
Unit 13	Astronomy and Astrophysics	13.1	Astronomy Scope	"Celestial phenomena study.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 1.1: The Nature of Astronomy"	undergraduate	Yes				0.85			0.85			
Unit 13	Astronomy and Astrophysics	13.2	Ancient Astronomy	"Historical observations.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 2.2: Ancient Astronomy"	undergraduate	Yes				0.85			0.85			
Unit 13	Astronomy and Astrophysics	13.3	Celestial Sphere	"Sky coordinates.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 2.1: The Sky Above"	undergraduate	Yes				0.85			0.85			
Unit 13	Astronomy and Astrophysics	13.4	Constellations	"Star patterns.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Appendix L: The Constellations"	undergraduate	Yes				0.85			0.85			
Unit 13	Astronomy and Astrophysics	13.5	Telescope Technology	"Advances in observational instruments.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 6.2: Telescopes Today"	undergraduate	Yes	Basic optics and light behavior; Reflection and refraction; Properties of lenses and mirrors; Wave properties of light; Basic geometry and trigonometry; Understanding of electromagnetic spectrum; Basic digital technology concepts; Scientific notation and units	intermediate	6	0.85	Understanding of optical principles; Multiple types of telescope technologies; Technical terminology; Modern electronics and detectors; Computer systems and data processing	understand	0.85	explaining how telescopes work; describing different types of telescopes; comparing telescope technologies; interpreting basic telescope specifications	NGSS: HS-PS4-5; NGSS: HS-ESS1-2; AP Physics 2: 6.E.4.1	Engineering (strong); Computer Science (strong); Mathematics (strong); Chemistry (moderate); Materials Science (moderate); Environmental Science (moderate)
Unit 13	Astronomy and Astrophysics	13.6	Radio Telescopes	"Radio wave detection.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 6.4: Radio Telescopes"	undergraduate	Yes				0.85			0.85			
Unit 13	Astronomy and Astrophysics	13.7	Space-Based Observations	"Observations outside Earth’s atmosphere.
**Level**: Undergraduate, Graduate
**Reference**: Astronomy 2e, Chapter 6.5: Observations outside Earth’s Atmosphere"	undergraduate	Yes	"Basic optics and electromagnetic radiation; Properties of Earth's atmosphere; Wave theory; Basic astronomy concepts; Basic orbital mechanics; Mathematics through algebra and basic trigonometry; Understanding of different wavelengths (radio, infrared, visible, UV, X-ray, gamma); Basic physics concepts (temperature, pressure, vacuum)"	intermediate	6	0.85	Understanding of electromagnetic spectrum beyond visible light; Technical aspects of space telescopes and instruments; Multiple wavelength observation concepts; Orbital mechanics basics; Data interpretation from space-based instruments	understand	0.85	explaining; interpreting; comparing; classifying	NGSS: HS-ESS1-2; AP Physics C: 7.E.2; AP Physics 2: 6.F.4	Engineering (strong); Computer Science (strong); Chemistry (moderate); Mathematics (strong); Environmental Science (moderate)
Unit 13	Astronomy and Astrophysics	13.8	Earth’s Seasons	"Tilt, seasonal changes.
**Interdisciplinary Relevance**: Supports environmental biology.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 4.2: The Seasons"	undergraduate	Yes	Earth's rotation and orbital motion; Basic geometry and angles; Solar system structure; Basic concepts of light and energy; Understanding of latitude and longitude; Circular/elliptical motion; Basic trigonometry	intermediate	5	0.9	"3D spatial visualization required; Multiple interacting factors (tilt, revolution, radiation angles); Understanding of angular relationships; Integration of astronomical and climate concepts; Common misconceptions about distance causing seasons"	analyze	0.9	differentiating seasonal patterns; organizing relationships between Earth's tilt and temperature changes; attributing causes to seasonal effects; explaining interconnections between astronomical and environmental systems	NGSS: HS-ESS1-4; NGSS: MS-ESS1-1; AP Physics 1: Big Idea 3	Biology (strong); Geography (strong); Mathematics (moderate); Environmental Science (strong); Anthropology (moderate)
Unit 13	Astronomy and Astrophysics	13.9	Solar Time	"Sun-based time.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 4.3: Keeping Time"	undergraduate	Yes	Basic angular measurement (degrees); Earth's rotation and orbital motion; Time zones and longitude concepts; Basic trigonometry; Understanding of celestial sphere; Circle geometry; 24-hour time format	intermediate	6	0.85	Understanding of Earth's rotation and orbital motion; Concepts of apparent solar motion; Mathematical calculations involving time equations; Distinction between mean and apparent solar time; Geographic considerations (longitude effects)	understand	0.9	explaining; interpreting; classifying; comparing	NGSS: HS-ESS1-1; NGSS: HS-ESS1-4; AP Physics: 3.A.1.1	Mathematics (strong); Geography (strong); History (moderate); Computer Science (moderate); Cultural Studies (weak)
Unit 13	Astronomy and Astrophysics	13.10	Sidereal Time	"Star-based time.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 4.3: Keeping Time"	undergraduate	Yes	Basic angular measurement (degrees); Earth's rotation and orbital motion; Celestial coordinates; Concept of apparent motion of stars; Basic time measurement concepts; Understanding of solar day vs. stellar day; Basic trigonometry	intermediate	6	0.85	Requires understanding of Earth's rotation relative to stars; Involves distinction between solar and sidereal time; Requires spatial visualization skills; Uses concepts of coordinate systems; Involves mathematical calculations with time conversions	understand	0.85	interpreting; explaining; comparing; classifying	NGSS: HS-ESS1-1; AP Physics: 4.B: Time and Angular Position; IB Physics: 9.1	Mathematics (strong); History (moderate); Computer Science (moderate); Geography (strong); Cultural Studies (weak)
Unit 13	Astronomy and Astrophysics	13.11	Calendars	"Historical development.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 4.4: The Calendar"	undergraduate	Yes	Basic arithmetic; Earth's rotation and revolution; Understanding of day and year; Basic angular measurements; Time measurement concepts; Basic historical context awareness	beginner	3	0.9	Historical context understanding required; Multiple calendar systems to learn; Basic mathematical concepts; Cultural significance understanding	understand	0.85	explaining; comparing; interpreting; summarizing	NGSS: HS-ESS1-4; AP Physics 1: EU 3.A; Common Core: HSS.ID.B.6	History (strong); Mathematics (strong); Anthropology (moderate); Religion (moderate); Agriculture (moderate)
Unit 13	Astronomy and Astrophysics	13.12	Lunar Phases	"Moon cycle.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 4.5: Phases and Motions of the Moon"	undergraduate	Yes	Basic geometry and angles; Earth's rotation and orbit; Light reflection and shadows; Relative motion of celestial bodies; Basic astronomical coordinate systems; Understanding of orbital motion	beginner	3	0.9	3D spatial visualization required; Understanding relative positions of Sun-Earth-Moon; Cyclical nature of phases; Basic angular geometry concepts	understand	0.9	explaining; interpreting; classifying; identifying patterns	NGSS: HS-ESS1-1; NGSS: HS-ESS1-4; AP Physics 2: 6.E.3	Mathematics (strong); Geography (strong); Cultural Studies (moderate); Biology (moderate); Photography (weak)
Unit 13	Astronomy and Astrophysics	13.13	Solar Eclipses	"Sun obscured.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 4.7: Eclipses of the Sun and Moon"	undergraduate	Yes	Basic geometry and angles; Orbital motion; Earth-Moon-Sun system; Light propagation in straight lines; Angular size and distances; Relative motion of celestial bodies	beginner	3	0.9	"Understanding relative positions of Sun, Moon, and Earth; Geometry of shadows and light paths; Different types of solar eclipses (total, partial, annular); Basic orbital mechanics concepts"	understand	0.9	explaining; describing; interpreting; classifying	NGSS: HS-ESS1-1; NGSS: HS-ESS1-4; AP Physics 2: 6.E.4.1	Mathematics (strong); Geography (strong); History (moderate); Computer Science (moderate); Biology (weak)
Unit 13	Astronomy and Astrophysics	13.14	Lunar Eclipses	"Moon shadowed.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 4.7: Eclipses of the Sun and Moon"	undergraduate	Yes	Basic geometry and angles; Earth's rotation and orbital motion; Moon's orbital motion around Earth; Understanding of light propagation; Relative positions of Sun-Earth-Moon system; Concept of shadows and umbra/penumbra; Understanding of celestial spheres and planes	beginner	2	0.9	Basic geometry of shadows; Earth-Moon-Sun alignment concept; Understanding umbra and penumbra; Orbital mechanics basics	understand	0.9	explaining; describing; interpreting; classifying	NGSS: HS-ESS1-1; NGSS: HS-ESS1-4; AP Physics 1: 6.E.1	Mathematics (strong); Geography (moderate); History (moderate); Computer Science (moderate); Cultural Studies (moderate)
Unit 13	Astronomy and Astrophysics	13.15	Solar System Structure	"Planets, moons, asteroids.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 7.1: Overview of Our Planetary System"	undergraduate	Yes	Basic geometry and shapes; Scientific notation; Gravitational force basics; Basic astronomical units and scales; Orbital motion fundamentals; Basic understanding of mass and density	beginner	3	0.9	Memorization of planetary order and basic characteristics; Understanding orbital patterns; Basic gravitational concepts; Classification of celestial objects; Scale and distance comprehension	understand	0.9	describing; classifying; recognizing; explaining relationships; interpreting basic models	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics 2: 1.E.1.1; College Board AST: EU 3.A	Mathematics (strong); Chemistry (strong); Geology (strong); Biology (moderate); Computer Science (moderate); History (moderate)
Unit 13	Astronomy and Astrophysics	13.16	Earth’s Crust	"Geological structure.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 8.2: Earth’s Crust"	undergraduate	Yes	Basic geology concepts; States of matter; Density and pressure; Basic chemistry (elements and compounds); Plate tectonics fundamentals; Rock cycle; Basic thermodynamics; Earth's layers structure	intermediate	6	0.85	"Integration of multiple scientific disciplines (geology, physics, chemistry); 3D spatial visualization requirements; Multiple layer interactions; Complex terminology; Abstract concepts about long-term processes"	understand	0.9	explaining; describing; classifying; comparing	NGSS: HS-ESS2-1; NGSS: HS-ESS2-3; AP Physics: PS.B.2	Chemistry (strong); Mathematics (moderate); Biology (moderate); Environmental Science (strong); Geography (strong)
Unit 13	Astronomy and Astrophysics	13.17	Earth’s Atmosphere	"Composition, layers.
**Interdisciplinary Relevance**: Supports environmental chemistry.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 8.3: Earth’s Atmosphere"	undergraduate	Yes	"Basic atomic and molecular structure; Gas laws and behavior; Gravity and gravitational force; Temperature scales and heat transfer; Basic chemistry concepts (elements, compounds); Pressure concepts; Basic geometry and graphing"	intermediate	5	0.9	Multiple atmospheric layers to understand; Chemical composition variations with altitude; Temperature gradient concepts; Interdisciplinary connections with chemistry; Dynamic nature of atmospheric processes	understand	0.9	describing atmospheric layers; explaining composition relationships; interpreting basic atmospheric data; recognizing patterns in atmospheric structure	NGSS: HS-ESS2-4; NGSS: HS-ESS2-6; AP Environmental Science: ERT-4.A; AP Physics: 6.E.3	Chemistry (strong); Biology (strong); Mathematics (moderate); Environmental Science (strong); Geography (strong); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.18	Earth’s Climate	"Climate factors.
**Interdisciplinary Relevance**: Supports environmental biology.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 8.4: Life, Chemical Evolution, and Climate Change"	undergraduate	Yes	"Basic thermodynamics; Energy transfer mechanisms (radiation, convection, conduction); States of matter; Basic atmospheric science; Newton's laws of motion (for understanding wind patterns); Electromagnetic spectrum basics; Basic chemistry (greenhouse gases, atmospheric composition); Earth's orbital mechanics"	intermediate	6	0.85	Multiple interacting systems; Interdisciplinary concepts; Abstract thinking required; Mathematical modeling; Multiple variables and feedback loops	understand	0.9	explaining climate factors; interpreting relationships between climate variables; summarizing climate systems; classifying climate components	NGSS: HS-ESS2-4; NGSS: HS-ESS3-5; AP Environmental Science: ERT-4	Chemistry (strong); Biology (strong); Mathematics (strong); Geography (strong); Computer Science (moderate); Economics (moderate)
Unit 13	Astronomy and Astrophysics	13.19	Lunar Surface	"Moon geology.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 9.2: The Lunar Surface"	undergraduate	Yes	"Basic geology concepts (rock types, minerals); Basic astronomy concepts (orbits, phases); Understanding of impact craters; Basic physics concepts (gravity, momentum); Understanding of volcanic processes; Basic chemistry (element composition); Map reading and surface feature identification"	intermediate	5	0.8	Requires understanding of geological processes; Involves multiple types of surface features; Combines astronomy and geology concepts; Requires spatial visualization skills; Includes historical formation processes	understand	0.9	describing lunar features; explaining formation processes; interpreting geological observations; comparing different surface features	NGSS: HS-ESS1-6; NGSS: HS-ESS2-1; AP Physics C: Big Idea 1.E	Geology (strong); Chemistry (strong); Mathematics (moderate); Environmental Science (moderate); History (moderate)
Unit 13	Astronomy and Astrophysics	13.20	Impact Craters	"Crater formation.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 9.3: Impact Craters"	undergraduate	Yes	Basic Newtonian mechanics; Conservation of energy; Kinetic energy; Basic projectile motion; Basic geology concepts; Basic understanding of pressure and force; Elementary vector mathematics; Basic understanding of velocity and momentum	intermediate	6	0.85	"Requires understanding of multiple physics concepts (kinetic energy, momentum, material properties); Involves complex geometry and structural analysis; Combines elements of physics and geology; Requires visualization of 3D processes; Multiple stages of crater formation need to be understood"	understand	0.8	explaining; describing; interpreting; classifying	NGSS: HS-ESS1-6; NGSS: HS-PS2-1; AP Physics 1: 3.B	Geology (strong); Mathematics (strong); Chemistry (moderate); Biology (moderate); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.21	Moon Origin	"Formation theories.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 9.4: The Origin of the Moon"	undergraduate	Yes	Basic Newtonian mechanics; Gravitational forces; Solar system formation; Basic orbital mechanics; Conservation of angular momentum; Basic geology concepts; Chemical composition of planets; Basic understanding of collisions and impacts	intermediate	6	0.85	Multiple competing theories to understand; Integration of physics and chemistry concepts; Need for understanding of orbital mechanics; Requires comprehension of geological processes; Abstract thinking about events billions of years ago	understand	0.9	explaining; comparing; interpreting; summarizing	NGSS: HS-ESS1-6; AP Physics C: Big Idea 3.G; NGSS: HS-ESS1-2	Chemistry (strong); Geology (strong); Mathematics (moderate); Computer Science (moderate); History (weak)
Unit 13	Astronomy and Astrophysics	13.22	Mercury Properties	"Surface, orbit.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 9.5: Mercury"	undergraduate	Yes	Basic celestial mechanics; Orbital motion; Properties of planets; Basic astronomy concepts; Newton's laws of motion; Gravitational forces; Basic geometry; Scientific notation; Temperature scales and heat; Surface geology concepts	intermediate	5	0.8	Orbital mechanics concepts; Multiple physical properties to understand; Need for basic astronomical knowledge; Abstract spatial thinking required; Mathematical relationships between orbital parameters	remember	0.9	recall facts; recognize basic properties; identify characteristics; memorize orbital parameters	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics 2: 6.E.3.1	Mathematics (strong); Chemistry (strong); Geology (strong); Environmental Science (moderate); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.23	Venus Surface	"Volcanic activity.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 10.2: The Geology of Venus"	undergraduate	Yes	Basic geology concepts; States of matter; Heat and temperature; Plate tectonics fundamentals; Rock cycle; Basic planetary science; Basic chemistry (elements and compounds)	intermediate	6	0.85	Requires understanding of planetary geology; Involves multiple volcanic processes; Needs knowledge of extreme temperature and pressure conditions; Requires understanding of comparative planetology; Involves chemical and physical properties of rocks and magma	understand	0.8	describing volcanic processes; explaining relationships between volcanic activity and surface features; interpreting basic geological data	NGSS: HS-ESS2-1; NGSS: HS-ESS2-3; AP Physics: 4.E: Planetary Systems	Chemistry (strong); Geology (strong); Mathematics (moderate); Environmental Science (strong); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.24	Venus Atmosphere	"Greenhouse effect.
**Interdisciplinary Relevance**: Supports environmental chemistry.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 10.3: The Massive Atmosphere of Venus"	undergraduate	Yes	"Basic properties of electromagnetic radiation; Heat transfer mechanisms (radiation, convection, conduction); Solar system basics; Gas laws and atmospheric properties; Basic chemistry of greenhouse gases; Energy absorption and emission spectra; Temperature scales and measurement"	intermediate	6	0.85	"Requires understanding of multiple physics concepts (radiation, heat transfer, atmospheric science); Involves interdisciplinary knowledge (physics, chemistry, astronomy); Needs visualization of abstract processes; Requires basic mathematical modeling understanding"	understand	0.9	explaining; interpreting; comparing; classifying	NGSS: HS-ESS2-4; NGSS: HS-ESS2-2; AP Environmental Science: ERT-4.A	Chemistry (strong); Environmental Science (strong); Mathematics (moderate); Biology (moderate); Geography (moderate)
Unit 13	Astronomy and Astrophysics	13.25	Mars Surface	"Geological features.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 10.4: The Geology of Mars"	undergraduate	Yes	Basic geology concepts; Forces and gravity; Rock formation processes; Map reading and topography; Basic planetary science; Scientific notation; Basic chemistry (mineral composition)	intermediate	6	0.85	"Integration of multiple scientific disciplines (geology, astronomy, physics); Understanding of geological processes in different gravitational conditions; Need to compare/contrast with Earth geology; Interpretation of remote sensing data; Complex terminology and feature classification"	understand	0.9	describing; explaining; classifying; comparing	NGSS: HS-ESS1-6; NGSS: HS-ESS2-1; AP Physics: Science Practices 1.1	Geology (strong); Chemistry (strong); Mathematics (moderate); Biology (moderate); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.26	Mars Water	"Past water evidence.
**Interdisciplinary Relevance**: Supports astrobiology.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 10.5: Water and Life on Mars"	undergraduate	Yes	"Basic chemistry (molecular structure of water, phase changes); Basic geology (rock formations, erosion patterns, sedimentary processes); Basic astronomy (solar system, planetary formation); Physical geography (water cycles, climate systems); Scientific method and evidence analysis; Basic physics (states of matter, pressure, temperature relationships)"	intermediate	6	0.85	Requires understanding of geological processes; Integration of multiple scientific disciplines; Abstract visualization of historical planetary conditions; Analysis of indirect evidence; Understanding of chemical and physical properties of water	understand	0.9	interpreting evidence; explaining relationships; summarizing findings; classifying geological features	NGSS: HS-ESS1-6; NGSS: HS-ESS2-5; AP Physics: 7.E.3	Geology (strong); Chemistry (strong); Biology (strong); Mathematics (moderate); Environmental Science (moderate)
Unit 13	Astronomy and Astrophysics	13.27	Planetary Evolution	"Divergent histories.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 10.6: Divergent Planetary Evolution"	undergraduate	Yes	Basic planetary science concepts; Newton's laws of motion; Gravitational forces; Basic thermodynamics; States of matter; Solar system formation; Chemical composition of planets; Atmospheric science basics	intermediate	6	0.85	Requires understanding of multiple planetary processes; Involves comparative analysis across different planets; Includes concepts from multiple scientific disciplines; Requires understanding of long-term geological and atmospheric changes; Involves complex system interactions	analyze	0.85	comparing planetary histories; differentiating evolutionary paths; examining cause-effect relationships; organizing information about planetary changes; integrating multiple factors	NGSS: HS-ESS1-6; NGSS: HS-ESS2-7; AP Physics: 1.B.3	Chemistry (strong); Geology (strong); Biology (moderate); Mathematics (moderate); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.28	Terrestrial Planets	"Rocky planets.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 7.2: Composition and Structure of Planets"	undergraduate	Yes	"Basic physical properties (mass, density, volume); Chemical elements and periodic table basics; Gravitational force fundamentals; Basic geology concepts (rocks, minerals); States of matter; Solar system structure"	beginner	2	0.9	"Basic planetary classification; Simple physical characteristics; Observable features; Familiar concepts from everyday life (rocks, solids)"	understand	0.9	explaining; classifying; describing; summarizing	NGSS: HS-ESS1-6; NGSS: HS-ESS1-2; AP Physics: Unit 8.2	Chemistry (strong); Geology (strong); Mathematics (strong); Biology (moderate); Environmental Science (moderate)
Unit 13	Astronomy and Astrophysics	13.29	Giant Planets	"Jupiter, Saturn, Uranus, Neptune.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 11.2: The Giant Planets"	undergraduate	Yes	"Basic astronomy concepts; Newton's laws of gravity; States of matter (gas, liquid, solid); Basic atomic and molecular structure; Temperature scales and heat; Basic orbital mechanics; Scientific notation; Unit conversion"	intermediate	5	0.8	Multiple planets to compare and contrast; Understanding of planetary composition; Orbital mechanics concepts; Gas giant physics; Atmospheric dynamics	understand	0.9	identifying characteristics; comparing and contrasting; classifying planets; explaining basic features	NGSS: HS-ESS1-6; NGSS: HS-ESS1-4; AP Physics C: Mechanics: Unit 2.B.2; College Board Astronomy Learning Objectives: EU 1.B.3	Chemistry (strong); Mathematics (strong); Geology (moderate); Environmental Science (moderate); Biology (weak)
Unit 13	Astronomy and Astrophysics	13.30	Giant Planet Atmospheres	"Composition, dynamics.
**Interdisciplinary Relevance**: Supports planetary chemistry.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 11.3: Atmospheres of the Giant Planets"	undergraduate	Yes	"Basic gas laws (Boyle's, Charles', Ideal Gas Law); Newton's laws of motion; Basic chemistry concepts (atomic structure, molecular bonds); Fluid dynamics basics; Basic thermodynamics; Understanding of atmospheric pressure; Basic knowledge of the solar system structure"	intermediate	6	0.85	requires understanding of gas dynamics; involves multiple chemical compounds; combines physics and chemistry concepts; requires spatial visualization; deals with complex atmospheric patterns	understand	0.85	explaining composition patterns; describing atmospheric dynamics; comparing different planetary atmospheres; interpreting basic atmospheric data	NGSS: HS-ESS1-6; NGSS: HS-PS1-1; AP Physics: 6.E.3	Chemistry (strong); Mathematics (strong); Earth Science (strong); Computer Science (moderate); Biology (weak)
Unit 13	Astronomy and Astrophysics	13.31	Planetary Atmospheres	"Comparative atmospheric studies.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 11.3: Atmospheres of the Giant Planets"	undergraduate	Yes	"Basic gas laws (Boyle's, Charles', Ideal Gas Law); Gravity and gravitational forces; Basic chemistry concepts (elements, compounds, molecular structure); States of matter; Basic thermodynamics; Atmospheric pressure; Basic algebra and scientific notation; Basic understanding of solar system structure"	intermediate	6	0.85	Multiple atmospheric layers and compositions; Complex chemical interactions; Comparative analysis skills required; Integration of multiple physics concepts; Understanding of temperature and pressure relationships	analyze	0.9	comparing; differentiating; organizing; attributing; examining relationships	NGSS: HS-ESS2-5; NGSS: HS-ESS2-2; AP Physics: 6.E; College Board Standards for College Success: ES.3.2.3	Chemistry (strong); Biology (moderate); Mathematics (strong); Earth Science (strong); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.32	Galilean Moons	"Jupiter’s moons.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 12.2: The Galilean Moons of Jupiter"	undergraduate	Yes	"Basic orbital motion; Newton's law of gravitation; Angular momentum; Kepler's laws of planetary motion; Basic astronomy concepts (planets, moons, solar system); Basic geometry and trigonometry; Scientific notation; Units and measurement"	intermediate	5	0.8	Orbital mechanics concepts; Understanding of gravitational interactions; Comparison of physical characteristics; Historical significance and observational methods; Basic celestial mechanics	understand	0.9	describing; explaining; classifying; recognizing	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics C: Mechanics: 3.B.1	Mathematics (strong); History (moderate); Geology (strong); Chemistry (strong); Biology (moderate)
Unit 13	Astronomy and Astrophysics	13.33	Titan	"Saturn’s moon.
**Interdisciplinary Relevance**: Supports astrobiology.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 12.3: Titan and Triton"	undergraduate	Yes	Basic planetary science; Gravity and orbital motion; States of matter; Basic chemistry concepts; Solar system structure; Units and measurements; Scientific notation	intermediate	6	0.85	"Requires understanding of planetary science concepts; Involves multiple disciplines (astronomy, chemistry, geology); Includes abstract concepts about conditions on another world; Requires understanding of atmospheric chemistry; Connects to advanced concepts in astrobiology"	understand	0.8	describing; explaining; classifying; recognizing	NGSS: HS-ESS1-6; NGSS: HS-ESS1-2; AP Physics: Big Idea 1.E	Chemistry (strong); Biology (strong); Earth Science (strong); Mathematics (moderate); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.34	Triton	"Neptune’s moon.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 12.3: Titan and Triton"	undergraduate	Yes	Basic orbital mechanics; Gravitational forces; Properties of planets and moons; Scientific notation; Basic astronomy concepts; Units of astronomical measurement; Solar system structure	beginner	2	0.9	Basic astronomical facts; Simple descriptive content; Minimal mathematical concepts; Observable celestial body	remember	0.9	recognizing; recalling; identifying	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics C: Mechanics: III.B.1	Chemistry (strong); Geology (strong); Mathematics (moderate); Environmental Science (moderate); Computer Science (weak)
Unit 13	Astronomy and Astrophysics	13.35	Pluto and Charon	"Dwarf planet.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 12.4: Pluto and Charon"	undergraduate	Yes	"Newton's law of universal gravitation; Orbital motion; Basic astronomy concepts (planets, moons, solar system); Kepler's laws of planetary motion; Basic physics quantities (mass, distance, velocity); Scientific notation; Basic geometry"	intermediate	5	0.8	Orbital mechanics concepts; Binary system dynamics; Classification of celestial bodies; Historical context of planetary status; Basic planetary characteristics	remember	0.9	recalling facts; recognizing definitions; identifying basic characteristics	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics: 6.B.2	Mathematics (strong); Chemistry (strong); Geology (strong); History (moderate); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.36	Planetary Rings	"Structure, composition.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 12.5: Planetary Rings (and Enceladus)"	undergraduate	Yes	"Basic orbital mechanics; Gravitational forces; States of matter; Newton's laws of motion; Angular momentum; Basic astronomy concepts (planets, moons, orbits); Simple harmonic motion; Basic understanding of resonance"	intermediate	6	0.85	Requires understanding of orbital mechanics; Involves multiple physical processes; Needs knowledge of gravitational interactions; Combines physics and astronomy concepts; Requires spatial visualization skills	understand	0.9	describing; explaining; classifying; recognizing	NGSS: HS-ESS1-6; NGSS: HS-PS2-4; AP Physics C: Mechanics: Unit 2.D	Mathematics (strong); Chemistry (strong); Geology (moderate); Computer Science (moderate); Engineering (moderate)
Unit 13	Astronomy and Astrophysics	13.37	Dwarf Planets	"Pluto, Eris.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 12.4: Pluto and Charon"	undergraduate	Yes	"Basic astronomy concepts; Gravity and orbital motion; Solar system structure; Newton's laws of motion; Basic understanding of mass and size relationships; Units of astronomical measurement (AU, km)"	beginner	2	0.9	Basic astronomical classification concepts; Simple observational facts; Limited mathematical requirements; Mostly descriptive content; Familiar celestial objects	remember	0.9	recall; recognize; identify; list	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics C: CHA-2.D	Mathematics (strong); Chemistry (strong); Geology (strong); History (moderate); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.38	Asteroids	"Properties, orbits.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 13.1: Asteroids"	undergraduate	Yes	"Basic Newtonian mechanics; Circular motion and orbits; Gravity and gravitational forces; Basic astronomy concepts (solar system structure); Vector mathematics; Basic physical properties (mass, density, composition); Kepler's laws of planetary motion"	intermediate	5	0.8	Orbital mechanics concepts; Physical properties of asteroids; Classification systems; Basic gravitational physics; Spatial visualization	understand	0.9	describing; classifying; explaining; recognizing	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics C: Mechanics: 3.B.1	Mathematics (strong); Chemistry (strong); Geology (strong); Computer Science (moderate); Biology (weak)
